"Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"Observation","","","",1,1,"","","","","","","","","","","","","","","",,,,,"",,,,"Observation",1,1,"",""
"Observation.entryRelationship.negationInd","","","",0,1,"","","","boolean {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.negationInd",0,1,"",""
"Observation.entryRelationship.seperatableInd","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/BL {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.seperatableInd",0,1,"",""
"Observation.entryRelationship.observation","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/Observation {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.observation",0,1,"",""
"Observation.entryRelationship.regionOfInterest","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/RegionOfInterest {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.regionOfInterest",0,1,"",""
"Observation.entryRelationship.observationMedia","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/ObservationMedia {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.observationMedia",0,1,"",""
"Observation.entryRelationship.substanceAdministration","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/SubstanceAdministration {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.substanceAdministration",0,1,"",""
"Observation.entryRelationship.supply","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/Supply {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.supply",0,1,"",""
"Observation.entryRelationship.procedure","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/Procedure {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.procedure",0,1,"",""
"Observation.entryRelationship.encounter","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/Encounter {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.encounter",0,1,"",""
"Observation.entryRelationship.organizer","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/Organizer {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.organizer",0,1,"",""
"Observation.entryRelationship.act","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/Act {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.entryRelationship.act",0,1,"",""
"Observation.reference","","","",0,*,"","","","Element {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.reference",0,*,"",""
"Observation.reference.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/v3-NullFlavor","",,,,"Observation.reference.nullFlavor",0,1,"",""
"Observation.reference.realmCode","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/CS {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of realm-specific constraints. The value of this attribute identifies the realm in question","","","","","","","","","",,,,,"",,,,"Observation.reference.realmCode",0,*,"",""
"Observation.reference.typeId","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of constraints defined in an HL7-specified message type. This might be a common type (also known as CMET in the messaging communication environment), or content included within a wrapper. The value of this attribute provides a unique identifier for the type in question.","","","","","","","","","",,,,,"",,,,"Observation.reference.typeId",0,1,"",""
"Observation.reference.templateId","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"Observation.reference.templateId",0,*,"",""
"Observation.reference.typeCode","","","",1,1,"Y","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.reference.typeCode",1,1,"",""
"Observation.reference.seperatableInd","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/BL {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.reference.seperatableInd",0,1,"",""
"Observation.reference.externalAct","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/ExternalAct {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.reference.externalAct",0,1,"",""
"Observation.reference.externalObservation","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/ExternalObservation {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.reference.externalObservation",0,1,"",""
"Observation.reference.externalProcedure","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/ExternalProcedure {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.reference.externalProcedure",0,1,"",""
"Observation.reference.externalDocument","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/ExternalDocument {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.reference.externalDocument",0,1,"",""
"Observation.precondition","","","",0,*,"","","","Element {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.precondition",0,*,"",""
"Observation.precondition.nullFlavor","","","Exceptional Value Detail",0,1,"","","","code {[]} {[]}
","","If a value is an exceptional value (NULL-value), this specifies in what way and why proper information is missing.","","","","","","","","","",,"required","","http://hl7.org/fhir/ValueSet/v3-NullFlavor","",,,,"Observation.precondition.nullFlavor",0,1,"",""
"Observation.precondition.realmCode","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/CS {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of realm-specific constraints. The value of this attribute identifies the realm in question","","","","","","","","","",,,,,"",,,,"Observation.precondition.realmCode",0,*,"",""
"Observation.precondition.typeId","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of constraints defined in an HL7-specified message type. This might be a common type (also known as CMET in the messaging communication environment), or content included within a wrapper. The value of this attribute provides a unique identifier for the type in question.","","","","","","","","","",,,,,"",,,,"Observation.precondition.typeId",0,1,"",""
"Observation.precondition.templateId","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"Observation.precondition.templateId",0,*,"",""
"Observation.precondition.typeCode","","","",1,1,"Y","","","code {[]} {[]}
","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""PRCN""/>","","<valueCode xmlns=""http://hl7.org/fhir"" value=""PRCN""/>","","","","",,"required","","http://hl7.org/fhir/ValueSet/v3-ActRelationshipConditional","",,,,"Observation.precondition.typeCode",1,1,"",""
"Observation.precondition.criterion","","","",1,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/Criterion {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"Observation.precondition.criterion",1,1,"",""
